homograph	wordid	sentence	start	end
subordinate	subordinate_adj-nou	The major subordinate Army commands were Eighth Army, commanded by Lt.	10	21
subordinate	subordinate_adj-nou	Because of the fact that these characteristics are difficult to measure, subordinate criteria are assigned.	73	84
subordinate	subordinate_adj-nou	Using an evasion point does not kill the Subordinate, but instead renders them unconscious for a set time.	41	52
subordinate	subordinate_adj-nou	Champlin is managed on a daily basis by the city administrator and subordinate department heads.	67	78
subordinate	subordinate_adj-nou	He expected his subordinate commanders to do the same.	16	27
subordinate	subordinate_adj-nou	Although the mafia leader cannot get to Kwan, they manage to kill Pao's subordinate Yung.	72	83
subordinate	subordinate_adj-nou	The Federal Agency for Special Construction is subordinate to the Ministry of Defence.	47	58
subordinate	subordinate_vrb	Thirsk chided the author for relying on secondary sources and a stubborn desire to subordinate historical facts to sociological concepts.	83	94
supplement	supplement_nou	"Neil Philip in the Times Literary Supplement called Eva ""one of the better books of a first-rate writer."	34	44
supplement	supplement_nou	The Woodland Hills School District received a $3,351,401 supplement for special education services in 2010.	57	67
supplement	supplement_nou	This was in a review of a supplement by Dugald Stewart to the Encyclopaedia Britannica.	26	36
supplement	supplement_nou	In addition to the provision of State housing the government also provides an Accommodation Supplement.	92	102
supplement	supplement_nou	Reading School District received a $9,265,619 supplement for special education services in 2010.	46	56
supplement	supplement_nou	The Times Literary Supplement published a mostly positive review by author and editor Richard Davenport-Hines.	19	29
supplement	supplement_nou	The philosopher of language Stephen Neale has also argued against Professor Smith's claim in the Times Literary Supplement.	112	122
supplement	supplement_nou	Gray wrote a Supplement to the Pharmacopoeia, published in 1818 with several subsequent editions.	13	23
supplement	supplement_nou	Elves is a supplement for fantasy role-playing games published by Mayfair Games in 1983.	11	21
supplement	supplement_nou	The hell hound was introduced to the game in its first supplement, Greyhawk (1975).	55	65
supplement	supplement_nou	In 1938 the results were published in a supplement of the American Journal for Tropical Medicine (Strong 1938, Hissette 1938).	40	50
supplement	supplement_nou	It later added a half tone broadsheet supplement in 1902.	38	48
supplement	supplement_nou	There is also a monthly tabloid business supplement.	41	51
supplement	supplement_nou	The supplement is not collected on other trains on the route.	4	14
supplement	supplement_nou	The supplement comes in two parts either in the July, August, or September issue.	4	14
supplement	supplement_nou	Helm is described as one of the good deities that celestials can serve in the supplement Warriors of Heaven (1999).	78	88
supplement	supplement_nou	The Times Literary Supplement said it was 'impressive.	19	29
supplement	supplement_nou	Jamestown Area School District received a $399,574 supplement for special education services in 2010.	51	61
supplement	supplement_nou	Muslim protestors agitated against the supplement and the newspaper and staged a Rail-Roko at Mumbai Central railway station.	39	49
supplement	supplement_nou	The announcement of the award was published in a supplement to the London Gazette on 11 May 1917.	49	59
supplement	supplement_nou	He was introduced in the Races of Stone supplement book.	40	50
supplement	supplement_nou	These include Harpers, Times Literary Supplement, The Spectator, London Review of Books, The Nation, New Statesman and Society.	38	48
supplement	supplement_nou	It included with its new entries material from both the original volume and the supplement.	80	90
supplement	supplement_nou	Spirulina is also a rich source and can serve as a dietary supplement.	59	69
supplement	supplement_nou	It was published as a quarterly supplement in Xtra!	32	42
supplement	supplement_nou	Before the 2004 reformulation, formulations contained ephedra, a supplement banned by the FDA in 2004.	65	75
supplement	supplement_nou	He has contributed regularly to the Times Educational Supplement.	54	64
supplement	supplement_nou	Three books were books of the year in The Observer, Times Literary Supplement and the Independent.	67	77
supplement	supplement_nou	In May, 1998, Gobar Times was first published as a supplement to DTE.	51	61
supplement	supplement_nou	"Initially appearing on a UK promo 12"", it was made available as a download-only supplement to the 2009 Rio re-release."	80	90
supplement	supplement_nou	In addition, D. Appleton & Company claimed that the 4 volume supplement used material from Appletons' Cyclopaedia of American Biography.	61	71
supplement	supplement_nou	The 1934 edition included 6,900 roots, while Waringhien's supplement added an extra 966.	58	68
supplement	supplement_nou	The Banking Act was a supplement to the previous acts related to banking.	22	32
supplement	supplement_nou	These results suggests that AOM can be used a growth promoting supplement for N. oculata culture.	63	73
supplement	supplement_nou	The first library catalogue was printed in 1859 with a supplement to the catalog issued in 1866.	55	65
supplement	supplement_nou	He is a semi-regular on Sky Sports 1's Sunday Supplement.	46	56
supplement	supplement_nou	Hunting and fishing were initially an important supplement, but lost a lot of their significance over time.	48	58
supplement	supplement_nou	Reese then contributed to USER'S Most Wanted, a villains supplement for the Godsend Agenda game belonging to Khepera Publishing.	57	67
supplement	supplement_nou	In 2010, State Mutual developed a secure, Internet-based application system for obtaining a Medicare supplement plan.	101	111
supplement	supplement_nou	Is coral calcium a safe and effective supplement?	38	48
supplement	supplement_nou	King was one of the five botanists who compiled the 1961 Supplement to Colgan's Flora of the County Dublin.	57	67
supplement	supplement_nou	Additionally, use of cranberry juice or cranberry supplement appears to be ineffective in prevention and treatment in this population.	50	60
supplement	supplement_nou	Tetrabasic zinc chloride (Simonkolleite), a zinc hydroxy mineral, is a new form of zinc nutrition supplement for animals.	98	108
supplement	supplement_nou	He is the former editor of St. Louis magazine and the founder of the St. Louis Literary Supplement.	88	98
supplement	supplement_nou	As a supplement it is used to treat and prevent vitamin A deficiency, especially that which is resulting in xerophthalmia.	5	15
supplement	supplement_nou	Pearson has patents in the area of oil shale and tar sands recovery, lasers, holography and supplement formulations.	92	102
supplement	supplement_nou	Punctuation marks are to be used as shown in supplement two.	45	55
supplement	supplement_nou	It began as a supplement that still required the Cyberpunk 2020 rulebook, but the second edition became a standalone game.	14	24
supplement	supplement_nou	The making of fruit wines and dried fruits are an important supplement to agriculture.	60	70
supplement	supplement_nou	The final installment for November 1928 appeared as a supplement to The Bookman.	54	64
supplement	supplement_nou	Jones had a weekly column in the magazine supplement of the Mail on Sunday.	42	52
supplement	supplement_nou	Istus is described as one of the good deities that celestials can serve in the supplement Warriors of Heaven (1999).	79	89
supplement	supplement_nou	Ellwood City Area School District received a $1,281,263 supplement for special education services in 2010.	56	66
supplement	supplement_vrb	The IJA's need to supplement their tank units with artillery led to a need for self-propelled guns (SPGs).	18	28
supplement	supplement_vrb	The 2007 season started with the addition of several league-owned expansion teams, primarily to supplement games with the returning teams.	96	106
supplement	supplement_vrb	Gilt bronze nails supplement the wooden tenon joints.	18	28
supplement	supplement_vrb	Gokwe Town Council also owns a restaurant and beer gardens to supplement its revenue base.	62	72
supplement	supplement_vrb	Her career as a writer began to supplement income from singing.	32	42
supplement	supplement_vrb	The four ships were constructed to supplement four smaller vessels built decades earlier at British shipyards.	35	45
supplement	supplement_vrb	The reign of Justinian saw the construction of over 100 legionary fortresses to supplement the defense.	80	90
supplement	supplement_vrb	To supplement his income, Schwarzer began making erotic photos which were used on naughty postcards common to the era.	3	13
supplement	supplement_vrb	It is intended to supplement, and ultimately replace traditional Internet Routing protocols.	18	28
supplement	supplement_vrb	After selection, the students are taught to supplement their training in French language and civilization.	44	54
supplement	supplement_vrb	These stations supplement and expand on the big five stations, and were launched in 2002.	15	25
supplement	supplement_vrb	There are a number of publications that supplement OPCS-4.	40	50
supplement	supplement_vrb	Most people also have small subsistence farms to supplement their irregular salaries.	49	59
supplement	supplement_vrb	Housing vouchers are provided to low-income residents to pay to private landlords to supplement rent.	85	95
